index,Close
0,176.91727542816938
1,177.48407736159896
2,177.317915976978
3,176.97773429569784
4,176.7013203692134
5,177.72700612364002
6,178.23170163104254
7,178.47572158035905
8,178.48148965618742
9,178.53946308458578
